H,P,User1,User2,User3,User4,User5,User6,User7,User8,User9,User10
H_2385.h5,P_2385.h5,1,0,0,0,0,1,0,1,1,0
H_2386.h5,P_2386.h5,0,0,0,0,1,0,1,0,0,1
H_2387.h5,P_2387.h5,0,1,0,0,0,0,1,1,1,0
H_2388.h5,P_2388.h5,0,0,0,1,0,1,1,1,0,0
H_2389.h5,P_2389.h5,0,0,1,1,0,0,0,1,0,0
H_2390.h5,P_2390.h5,0,1,0,0,0,1,1,0,1,0
H_2391.h5,P_2391.h5,0,0,0,1,0,0,0,1,0,1
H_2392.h5,P_2392.h5,0,0,1,0,1,0,1,1,0,0
H_2393.h5,P_2393.h5,1,0,0,0,1,1,0,0,0,1
H_2394.h5,P_2394.h5,0,1,0,1,1,0,0,0,1,0
H_2395.h5,P_2395.h5,0,1,0,0,0,1,1,0,0,0
H_2396.h5,P_2396.h5,1,0,0,1,0,0,1,0,0,0
H_2397.h5,P_2397.h5,1,1,0,1,1,0,0,0,0,0
H_2398.h5,P_2398.h5,0,1,0,1,1,0,1,0,0,0
H_2399.h5,P_2399.h5,1,0,0,0,0,0,1,0,1,0
H_2400.h5,P_2400.h5,0,0,1,1,0,0,0,0,1,1
H_2401.h5,P_2401.h5,0,1,1,0,1,1,0,0,0,0
H_2402.h5,P_2402.h5,0,0,1,0,0,0,0,1,0,0
H_2403.h5,P_2403.h5,0,1,0,1,0,0,1,0,0,1
H_2404.h5,P_2404.h5,0,0,1,1,1,0,0,0,1,0
H_2405.h5,P_2405.h5,1,1,0,0,1,1,0,0,0,0
H_2406.h5,P_2406.h5,0,1,0,0,1,1,1,0,0,0
H_2407.h5,P_2407.h5,1,1,0,0,0,1,0,0,0,0
H_2408.h5,P_2408.h5,0,1,0,0,1,0,0,1,1,0
H_2409.h5,P_2409.h5,0,0,0,1,1,0,0,1,0,0
H_2410.h5,P_2410.h5,0,1,1,1,0,0,0,0,1,0
H_2411.h5,P_2411.h5,0,1,1,0,0,0,0,0,0,1
H_2412.h5,P_2412.h5,0,0,0,1,1,0,0,0,1,1
H_2413.h5,P_2413.h5,0,0,1,1,0,0,0,1,1,0
H_2414.h5,P_2414.h5,1,0,0,1,0,0,1,0,0,1
H_2415.h5,P_2415.h5,0,1,1,0,0,1,0,0,1,0
H_2416.h5,P_2416.h5,1,1,1,0,0,0,1,0,0,0
H_2417.h5,P_2417.h5,0,0,0,1,1,0,1,0,0,1
H_2418.h5,P_2418.h5,1,0,1,0,1,0,0,1,0,0
H_2419.h5,P_2419.h5,1,0,1,0,1,0,0,0,0,1
H_2420.h5,P_2420.h5,0,0,0,0,0,0,1,1,1,1
H_2421.h5,P_2421.h5,1,0,0,1,1,0,0,0,0,0
H_2422.h5,P_2422.h5,1,0,1,0,0,0,0,0,1,0
H_2423.h5,P_2423.h5,1,0,0,0,1,0,1,0,1,0
H_2424.h5,P_2424.h5,0,0,1,0,1,0,1,0,1,0
H_2425.h5,P_2425.h5,0,1,1,1,1,0,0,0,0,0
H_2426.h5,P_2426.h5,0,0,1,0,0,1,1,1,0,0
H_2427.h5,P_2427.h5,0,1,1,1,0,1,0,0,0,0
H_2428.h5,P_2428.h5,0,1,1,0,0,0,1,1,0,0
H_2429.h5,P_2429.h5,0,0,1,0,1,0,0,1,0,1
H_2430.h5,P_2430.h5,1,0,0,1,0,0,0,1,1,0
H_2431.h5,P_2431.h5,1,0,1,0,0,1,0,0,0,0
H_2432.h5,P_2432.h5,1,0,0,1,0,0,1,0,0,1
H_2433.h5,P_2433.h5,0,0,0,0,1,1,1,0,0,1
H_2434.h5,P_2434.h5,1,0,0,0,0,1,1,1,0,0
H_2435.h5,P_2435.h5,0,0,0,0,0,0,1,1,1,1
H_2436.h5,P_2436.h5,0,0,1,0,1,1,0,1,0,0
H_2437.h5,P_2437.h5,1,0,1,0,1,0,1,0,0,0
H_2438.h5,P_2438.h5,0,1,0,1,0,1,0,1,0,0
H_2439.h5,P_2439.h5,1,0,1,1,0,0,1,0,0,0
H_2440.h5,P_2440.h5,0,1,0,1,1,0,0,0,0,1
H_2441.h5,P_2441.h5,0,1,0,0,0,1,1,0,0,0
H_2442.h5,P_2442.h5,0,1,0,0,1,0,1,0,1,0
H_2443.h5,P_2443.h5,0,1,0,0,1,0,0,1,1,0
H_2444.h5,P_2444.h5,1,1,0,1,0,0,0,1,0,0
H_2445.h5,P_2445.h5,0,0,1,0,1,1,0,0,0,1
H_2446.h5,P_2446.h5,1,1,0,0,1,1,0,0,0,0
H_2447.h5,P_2447.h5,1,1,1,0,0,0,0,0,1,0
H_2448.h5,P_2448.h5,0,0,0,1,0,1,0,1,0,1
H_2449.h5,P_2449.h5,1,1,0,0,0,1,0,0,0,1
H_2450.h5,P_2450.h5,0,1,1,0,0,0,1,0,0,1
H_2451.h5,P_2451.h5,1,0,0,0,1,0,0,1,1,0
H_2452.h5,P_2452.h5,1,1,0,1,0,0,1,0,0,0
H_2453.h5,P_2453.h5,0,0,0,1,0,1,0,1,0,1
H_2454.h5,P_2454.h5,0,0,1,1,1,0,1,0,0,0
H_2455.h5,P_2455.h5,0,0,1,0,1,0,1,1,0,0
H_2456.h5,P_2456.h5,0,1,0,0,1,0,0,1,1,0
H_2457.h5,P_2457.h5,1,0,0,1,0,0,0,1,1,0
H_2458.h5,P_2458.h5,0,1,0,0,0,1,1,0,0,0
H_2459.h5,P_2459.h5,0,1,0,1,1,0,0,0,1,0
H_2460.h5,P_2460.h5,1,0,1,1,0,0,0,0,1,0
H_2461.h5,P_2461.h5,1,0,1,0,0,0,0,0,1,0
H_2462.h5,P_2462.h5,0,1,1,1,0,0,0,0,0,0
H_2463.h5,P_2463.h5,1,0,1,0,0,1,0,0,0,1
H_2464.h5,P_2464.h5,1,0,0,0,0,1,1,0,1,0
H_2465.h5,P_2465.h5,0,1,1,1,0,1,0,0,0,0
H_2466.h5,P_2466.h5,0,0,0,1,0,1,1,0,0,1
H_2467.h5,P_2467.h5,0,0,1,0,1,0,1,0,1,0
H_2468.h5,P_2468.h5,0,0,1,0,0,1,0,1,0,1
H_2469.h5,P_2469.h5,0,1,0,0,1,0,0,0,1,1
H_2470.h5,P_2470.h5,0,0,0,0,1,0,1,1,1,0
H_2471.h5,P_2471.h5,0,0,0,0,1,0,1,1,0,0
H_2472.h5,P_2472.h5,0,1,0,1,0,0,0,0,1,0
H_2473.h5,P_2473.h5,0,1,1,0,0,1,0,0,1,0
H_2474.h5,P_2474.h5,0,1,0,1,1,0,0,0,0,1
H_2475.h5,P_2475.h5,0,0,0,1,0,1,0,1,0,1
H_2476.h5,P_2476.h5,1,0,0,0,0,0,0,1,1,0
H_2477.h5,P_2477.h5,0,1,1,0,0,1,1,0,0,0
H_2478.h5,P_2478.h5,0,0,1,0,0,0,0,1,1,1
H_2479.h5,P_2479.h5,0,0,0,0,0,1,0,1,1,0
H_2480.h5,P_2480.h5,1,1,0,1,1,0,0,0,0,0
H_2481.h5,P_2481.h5,1,0,1,0,0,0,1,0,1,0
H_2482.h5,P_2482.h5,1,0,0,0,0,0,1,0,1,1
H_2483.h5,P_2483.h5,0,0,0,0,0,1,0,1,1,1
H_2484.h5,P_2484.h5,0,0,1,0,1,1,0,0,1,0
H_2485.h5,P_2485.h5,0,1,0,1,1,0,0,0,0,0
H_2486.h5,P_2486.h5,0,0,0,0,1,0,1,1,0,1
H_2487.h5,P_2487.h5,1,1,1,0,1,0,0,0,0,0
H_2488.h5,P_2488.h5,1,0,0,0,0,0,1,1,0,1
H_2489.h5,P_2489.h5,0,1,1,1,0,0,0,0,0,1
H_2490.h5,P_2490.h5,1,0,0,1,1,0,0,0,1,0
H_2491.h5,P_2491.h5,1,0,0,1,0,0,0,1,1,0
H_2492.h5,P_2492.h5,0,0,0,0,0,1,1,1,1,0
H_2493.h5,P_2493.h5,1,0,1,0,0,1,0,1,0,0
H_2494.h5,P_2494.h5,1,1,0,0,1,0,0,0,0,1
H_2495.h5,P_2495.h5,0,0,0,0,1,0,0,1,1,0
H_2496.h5,P_2496.h5,0,1,1,0,0,0,1,0,0,1
H_2497.h5,P_2497.h5,0,1,0,0,0,1,1,0,1,0
H_2498.h5,P_2498.h5,0,0,1,0,1,1,0,0,0,0
H_2499.h5,P_2499.h5,0,0,0,1,0,1,1,0,0,0
H_2500.h5,P_2500.h5,0,0,0,0,1,1,0,1,0,1
H_2501.h5,P_2501.h5,1,0,0,0,0,1,1,1,0,0
H_2502.h5,P_2502.h5,1,0,1,0,0,1,0,0,1,0
H_2503.h5,P_2503.h5,0,1,1,0,0,0,1,0,1,0
H_2504.h5,P_2504.h5,0,0,1,1,0,1,0,0,1,0
H_2505.h5,P_2505.h5,0,0,0,1,1,1,1,0,0,0
H_2506.h5,P_2506.h5,0,1,1,0,1,0,0,1,0,0
H_2507.h5,P_2507.h5,0,0,0,0,0,1,0,1,1,0
H_2508.h5,P_2508.h5,1,0,0,0,0,1,0,1,0,1
H_2509.h5,P_2509.h5,0,1,0,0,1,0,1,1,0,0
H_2510.h5,P_2510.h5,0,0,0,0,0,1,1,0,1,1
H_2511.h5,P_2511.h5,1,1,0,1,1,0,0,0,0,0
H_2512.h5,P_2512.h5,0,0,1,1,0,0,0,0,1,0
H_2513.h5,P_2513.h5,0,0,1,1,1,0,0,1,0,0
H_2514.h5,P_2514.h5,0,0,1,1,0,1,0,0,0,0
H_2515.h5,P_2515.h5,0,0,1,0,0,1,1,0,1,0
H_2516.h5,P_2516.h5,1,1,0,0,0,0,1,1,0,0
H_2517.h5,P_2517.h5,0,0,1,1,0,0,0,0,1,0
H_2518.h5,P_2518.h5,1,1,1,0,0,0,0,0,0,1
H_2519.h5,P_2519.h5,1,1,0,0,0,0,0,1,0,0
H_2520.h5,P_2520.h5,1,0,0,0,0,0,1,0,1,0
H_2521.h5,P_2521.h5,0,1,0,1,0,0,0,1,0,1
H_2522.h5,P_2522.h5,0,1,0,0,0,0,0,1,1,1
H_2523.h5,P_2523.h5,0,1,0,1,1,0,0,0,0,1
H_2524.h5,P_2524.h5,0,0,0,1,1,0,1,0,0,1
H_2525.h5,P_2525.h5,0,0,1,1,0,0,0,1,0,1
H_2526.h5,P_2526.h5,1,1,0,0,0,0,0,1,1,0
H_2527.h5,P_2527.h5,1,1,0,0,1,0,0,0,0,1
H_2528.h5,P_2528.h5,1,0,0,1,0,0,1,0,1,0
H_2529.h5,P_2529.h5,0,1,0,0,1,0,0,1,0,1
H_2530.h5,P_2530.h5,1,0,0,0,1,0,0,0,1,0
H_2531.h5,P_2531.h5,0,0,1,1,0,0,0,0,0,1
H_2532.h5,P_2532.h5,0,1,0,1,0,1,1,0,0,0
H_2533.h5,P_2533.h5,1,0,1,0,1,0,0,0,0,1
H_2534.h5,P_2534.h5,0,0,0,1,0,1,1,0,1,0
H_2535.h5,P_2535.h5,1,0,0,1,0,0,0,0,0,1
H_2536.h5,P_2536.h5,0,0,0,0,1,0,1,0,1,0
H_2537.h5,P_2537.h5,0,0,0,1,1,0,0,1,1,0
H_2538.h5,P_2538.h5,0,1,0,0,1,1,1,0,0,0
H_2539.h5,P_2539.h5,0,1,0,0,0,0,1,1,1,0
H_2540.h5,P_2540.h5,0,0,1,0,1,0,0,0,0,1
H_2541.h5,P_2541.h5,1,1,1,0,0,0,0,1,0,0
H_2542.h5,P_2542.h5,0,1,1,0,0,0,1,0,1,0
H_2543.h5,P_2543.h5,1,0,1,0,1,0,0,1,0,0
H_2544.h5,P_2544.h5,0,1,0,1,0,0,0,0,0,1
H_2545.h5,P_2545.h5,0,0,1,1,0,0,0,0,1,1
H_2546.h5,P_2546.h5,0,1,1,0,0,0,1,0,0,0
H_2547.h5,P_2547.h5,0,1,0,1,0,0,0,0,1,0
H_2548.h5,P_2548.h5,0,1,0,1,0,1,0,0,1,0
H_2549.h5,P_2549.h5,1,1,0,0,0,1,0,1,0,0
H_2550.h5,P_2550.h5,1,0,0,0,0,0,1,1,1,0
H_2551.h5,P_2551.h5,1,1,0,0,1,0,1,0,0,0
H_2552.h5,P_2552.h5,0,0,0,1,0,0,1,0,0,0
H_2553.h5,P_2553.h5,1,1,0,0,0,1,0,0,0,1
H_2554.h5,P_2554.h5,0,0,0,1,0,1,1,1,0,0
H_2555.h5,P_2555.h5,0,1,0,0,0,0,1,1,0,0
H_2556.h5,P_2556.h5,0,1,1,0,0,1,0,1,0,0
H_2557.h5,P_2557.h5,1,1,0,0,0,0,1,0,0,1
H_2558.h5,P_2558.h5,0,1,1,1,0,0,0,1,0,0
H_2559.h5,P_2559.h5,1,0,0,1,1,0,0,0,0,1
H_2560.h5,P_2560.h5,0,0,0,0,0,0,1,1,1,0
H_2561.h5,P_2561.h5,0,1,0,0,0,0,1,1,1,0
H_2562.h5,P_2562.h5,0,0,1,0,0,0,0,1,1,1
H_2563.h5,P_2563.h5,0,1,0,0,1,0,0,1,0,1
H_2564.h5,P_2564.h5,0,0,0,1,0,0,1,1,0,1
H_2565.h5,P_2565.h5,0,1,0,0,0,0,0,1,1,1
H_2566.h5,P_2566.h5,1,0,0,1,0,0,1,0,0,1
H_2567.h5,P_2567.h5,0,0,1,1,0,0,0,0,1,0
H_2568.h5,P_2568.h5,0,1,1,1,0,0,0,1,0,0
H_2569.h5,P_2569.h5,0,0,0,0,1,0,0,1,0,1
H_2570.h5,P_2570.h5,1,1,0,1,0,0,0,0,1,0
H_2571.h5,P_2571.h5,0,1,0,0,0,1,0,1,1,0
H_2572.h5,P_2572.h5,1,0,0,0,1,1,0,0,1,0
H_2573.h5,P_2573.h5,0,0,1,1,0,0,0,0,1,0
H_2574.h5,P_2574.h5,0,0,0,0,1,0,1,0,1,0
H_2575.h5,P_2575.h5,0,0,0,1,1,0,0,1,1,0
H_2576.h5,P_2576.h5,1,0,1,0,0,1,0,0,1,0
H_2577.h5,P_2577.h5,0,0,0,1,0,1,0,1,1,0
H_2578.h5,P_2578.h5,1,0,1,0,0,0,0,0,0,1
H_2579.h5,P_2579.h5,0,1,0,0,1,0,0,0,1,1
H_2580.h5,P_2580.h5,0,0,0,0,0,0,0,1,1,1
H_2581.h5,P_2581.h5,1,1,0,0,1,0,0,0,0,1
H_2582.h5,P_2582.h5,0,1,0,0,1,0,1,1,0,0
H_2583.h5,P_2583.h5,0,1,0,0,0,1,0,1,0,0
H_2584.h5,P_2584.h5,0,1,1,1,0,0,1,0,0,0
H_2585.h5,P_2585.h5,0,0,0,1,0,1,1,0,0,0
H_2586.h5,P_2586.h5,0,1,1,0,0,0,1,1,0,0
H_2587.h5,P_2587.h5,0,0,0,0,0,0,0,1,1,1
H_2588.h5,P_2588.h5,0,0,1,1,0,0,1,0,0,0
H_2589.h5,P_2589.h5,1,0,1,1,1,0,0,0,0,0
H_2590.h5,P_2590.h5,1,1,0,0,1,1,0,0,0,0
H_2591.h5,P_2591.h5,1,1,0,0,1,1,0,0,0,0
H_2592.h5,P_2592.h5,1,0,0,0,1,0,0,0,1,1
H_2593.h5,P_2593.h5,1,0,1,1,0,0,1,0,0,0
H_2594.h5,P_2594.h5,1,0,1,0,0,0,1,0,0,0
H_2595.h5,P_2595.h5,1,0,1,0,0,1,0,0,0,0
H_2596.h5,P_2596.h5,1,0,1,0,0,0,1,0,0,1
H_2597.h5,P_2597.h5,0,1,0,0,0,0,1,1,1,0
H_2598.h5,P_2598.h5,0,1,0,1,0,0,0,0,1,1
H_2599.h5,P_2599.h5,0,0,0,0,1,1,0,1,0,1
H_2600.h5,P_2600.h5,0,0,0,0,0,1,1,1,1,0
H_2601.h5,P_2601.h5,1,0,0,0,1,0,1,0,0,1
H_2602.h5,P_2602.h5,0,1,0,0,1,0,0,0,0,1
H_2603.h5,P_2603.h5,1,1,0,0,1,1,0,0,0,0
H_2604.h5,P_2604.h5,0,0,0,1,0,1,1,0,0,1
H_2605.h5,P_2605.h5,1,0,0,1,0,1,0,0,1,0
H_2606.h5,P_2606.h5,1,0,0,0,0,1,0,1,1,0
H_2607.h5,P_2607.h5,0,1,1,0,0,1,1,0,0,0
H_2608.h5,P_2608.h5,0,0,1,0,0,0,1,0,1,0
H_2609.h5,P_2609.h5,0,0,1,0,1,0,0,1,1,0
H_2610.h5,P_2610.h5,0,0,0,1,1,0,1,0,0,0
H_2611.h5,P_2611.h5,0,1,1,0,0,0,1,0,0,1
H_2612.h5,P_2612.h5,1,0,1,1,0,0,0,1,0,0
H_2613.h5,P_2613.h5,0,1,1,0,1,0,0,1,0,0
H_2614.h5,P_2614.h5,0,0,1,0,1,0,1,0,1,0
H_2615.h5,P_2615.h5,0,0,1,0,1,0,1,1,0,0
H_2616.h5,P_2616.h5,1,0,1,0,0,0,0,0,1,0
H_2617.h5,P_2617.h5,1,0,0,1,0,1,0,1,0,0
H_2618.h5,P_2618.h5,1,0,1,1,1,0,0,0,0,0
H_2619.h5,P_2619.h5,1,0,0,1,0,0,1,0,1,0
H_2620.h5,P_2620.h5,1,0,0,0,1,0,1,1,0,0
H_2621.h5,P_2621.h5,1,1,0,0,0,0,1,0,0,1
H_2622.h5,P_2622.h5,1,0,0,0,0,0,0,1,0,1
H_2623.h5,P_2623.h5,1,0,1,1,0,0,0,0,0,1
H_2624.h5,P_2624.h5,0,0,1,1,0,0,1,1,0,0
H_2625.h5,P_2625.h5,1,0,0,0,1,0,0,0,1,1
H_2626.h5,P_2626.h5,0,1,1,0,0,1,0,0,0,0
H_2627.h5,P_2627.h5,1,0,1,0,0,0,0,1,1,0
H_2628.h5,P_2628.h5,0,0,0,0,0,0,1,1,1,1
H_2629.h5,P_2629.h5,0,0,0,0,1,1,0,0,1,1
H_2630.h5,P_2630.h5,0,1,1,1,0,0,0,0,1,0
H_2631.h5,P_2631.h5,1,1,0,1,0,0,0,0,0,1
H_2632.h5,P_2632.h5,0,0,1,0,0,0,1,0,1,1
H_2633.h5,P_2633.h5,1,0,1,0,0,0,1,0,0,0
H_2634.h5,P_2634.h5,0,1,0,0,1,1,1,0,0,0
H_2635.h5,P_2635.h5,0,1,1,1,0,0,0,0,1,0
H_2636.h5,P_2636.h5,0,0,1,1,0,1,0,1,0,0
H_2637.h5,P_2637.h5,1,1,1,0,0,0,0,1,0,0
H_2638.h5,P_2638.h5,0,0,0,0,0,1,1,1,1,0
H_2639.h5,P_2639.h5,0,1,1,0,0,0,0,1,1,0
H_2640.h5,P_2640.h5,0,0,1,1,0,1,0,1,0,0
H_2641.h5,P_2641.h5,1,0,0,1,0,0,1,1,0,0
H_2642.h5,P_2642.h5,0,0,0,1,0,1,1,0,0,0
H_2643.h5,P_2643.h5,1,0,0,1,1,1,0,0,0,0
H_2644.h5,P_2644.h5,1,0,1,1,0,0,0,0,0,1
H_2645.h5,P_2645.h5,0,1,0,0,0,1,0,1,1,0
H_2646.h5,P_2646.h5,1,0,0,0,0,1,1,1,0,0
H_2647.h5,P_2647.h5,0,1,0,1,0,0,1,1,0,0
H_2648.h5,P_2648.h5,0,0,0,0,1,0,1,1,1,0
H_2649.h5,P_2649.h5,1,0,0,0,1,0,1,0,0,1
H_2650.h5,P_2650.h5,1,0,1,1,0,0,0,0,1,0
H_2651.h5,P_2651.h5,0,0,1,1,0,1,1,0,0,0
H_2652.h5,P_2652.h5,0,0,0,0,1,1,0,0,1,1
H_2653.h5,P_2653.h5,0,1,1,0,0,1,1,0,0,0
H_2654.h5,P_2654.h5,1,1,1,0,1,0,0,0,0,0
H_2655.h5,P_2655.h5,0,0,0,1,0,0,1,1,0,1
H_2656.h5,P_2656.h5,1,0,0,0,1,0,0,1,0,1
H_2657.h5,P_2657.h5,0,0,1,0,1,0,1,0,0,1
H_2658.h5,P_2658.h5,0,1,1,1,0,0,0,1,0,0
H_2659.h5,P_2659.h5,1,0,0,0,1,1,0,1,0,0
H_2660.h5,P_2660.h5,1,0,0,0,1,0,1,0,1,0
H_2661.h5,P_2661.h5,0,0,1,1,0,0,1,1,0,0
H_2662.h5,P_2662.h5,0,0,0,0,1,1,0,0,1,1
H_2663.h5,P_2663.h5,0,0,0,0,1,0,0,1,1,1
H_2664.h5,P_2664.h5,0,1,0,1,0,1,0,1,0,0
H_2665.h5,P_2665.h5,1,0,0,0,0,0,1,1,0,0
H_2666.h5,P_2666.h5,0,0,1,1,1,1,0,0,0,0
H_2667.h5,P_2667.h5,1,0,1,0,1,0,0,0,0,1
H_2668.h5,P_2668.h5,0,1,0,0,1,0,0,0,1,0
H_2669.h5,P_2669.h5,1,0,0,1,0,0,0,1,1,0
H_2670.h5,P_2670.h5,0,0,1,0,0,0,0,1,1,1
H_2671.h5,P_2671.h5,0,0,1,0,0,0,1,1,0,0
H_2672.h5,P_2672.h5,0,1,0,0,1,0,1,0,0,1
H_2673.h5,P_2673.h5,1,0,0,1,0,1,0,1,0,0
H_2674.h5,P_2674.h5,0,1,0,0,1,0,1,0,1,0
H_2675.h5,P_2675.h5,0,0,1,0,0,1,1,1,0,0
H_2676.h5,P_2676.h5,0,1,0,0,0,1,0,0,1,1
H_2677.h5,P_2677.h5,1,0,1,0,1,1,0,0,0,0
H_2678.h5,P_2678.h5,0,0,0,0,1,1,0,1,0,1
H_2679.h5,P_2679.h5,0,0,1,0,0,1,1,1,0,0
H_2680.h5,P_2680.h5,1,0,1,1,0,0,0,0,1,0
H_2681.h5,P_2681.h5,1,1,0,0,0,1,1,0,0,0
H_2682.h5,P_2682.h5,0,1,1,1,0,0,0,0,0,1
H_2683.h5,P_2683.h5,0,0,1,0,1,0,1,1,0,0
H_2684.h5,P_2684.h5,0,0,1,0,1,0,1,0,0,1
H_2685.h5,P_2685.h5,0,0,1,1,0,1,0,1,0,0
H_2686.h5,P_2686.h5,1,0,1,0,1,0,0,0,0,1
H_2687.h5,P_2687.h5,0,1,0,0,0,1,0,0,1,1
H_2688.h5,P_2688.h5,0,0,0,1,0,0,1,1,0,0
H_2689.h5,P_2689.h5,0,0,0,1,0,1,0,1,0,0
H_2690.h5,P_2690.h5,1,0,1,0,1,0,0,1,0,0
H_2691.h5,P_2691.h5,0,0,0,0,1,0,0,1,1,1
H_2692.h5,P_2692.h5,0,1,0,0,1,0,0,0,0,1
H_2693.h5,P_2693.h5,0,1,0,0,1,0,1,1,0,0
H_2694.h5,P_2694.h5,0,0,1,1,0,1,0,1,0,0
H_2695.h5,P_2695.h5,1,1,0,0,0,1,0,0,0,0
H_2696.h5,P_2696.h5,1,0,1,0,0,0,0,1,0,1
H_2697.h5,P_2697.h5,0,0,1,1,0,1,0,0,0,1
H_2698.h5,P_2698.h5,1,0,0,1,0,0,0,1,0,1
H_2699.h5,P_2699.h5,0,0,1,0,1,0,1,0,0,1
H_2700.h5,P_2700.h5,0,0,0,1,0,1,1,1,0,0
H_2701.h5,P_2701.h5,0,1,0,0,0,0,0,0,1,1
H_2702.h5,P_2702.h5,1,0,1,0,0,0,0,1,1,0
H_2703.h5,P_2703.h5,0,0,0,1,1,1,1,0,0,0
H_2704.h5,P_2704.h5,0,1,0,0,0,0,1,1,0,1
H_2705.h5,P_2705.h5,1,1,0,0,1,0,0,0,0,1
H_2706.h5,P_2706.h5,0,0,1,0,1,0,0,1,0,1
H_2707.h5,P_2707.h5,0,0,0,1,0,1,0,1,0,0
H_2708.h5,P_2708.h5,1,1,0,1,0,0,1,0,0,0
H_2709.h5,P_2709.h5,0,1,1,0,0,0,1,0,0,1
H_2710.h5,P_2710.h5,0,0,0,0,1,1,1,1,0,0
H_2711.h5,P_2711.h5,0,0,1,1,1,1,0,0,0,0
H_2712.h5,P_2712.h5,0,1,0,0,1,0,0,1,0,0
H_2713.h5,P_2713.h5,0,0,1,0,0,0,1,0,1,1
H_2714.h5,P_2714.h5,0,1,1,0,0,1,0,0,1,0
H_2715.h5,P_2715.h5,0,1,0,0,0,0,1,0,1,0
H_2716.h5,P_2716.h5,1,1,1,0,0,0,0,0,0,0
H_2717.h5,P_2717.h5,0,1,1,1,0,0,1,0,0,0
H_2718.h5,P_2718.h5,0,0,0,1,1,0,0,1,1,0
H_2719.h5,P_2719.h5,1,1,1,0,0,0,0,1,0,0
H_2720.h5,P_2720.h5,0,0,0,1,0,1,1,0,0,1
H_2721.h5,P_2721.h5,0,1,0,0,0,1,1,1,0,0
H_2722.h5,P_2722.h5,0,0,1,1,1,0,0,1,0,0
H_2723.h5,P_2723.h5,1,0,1,1,0,1,0,0,0,0
H_2724.h5,P_2724.h5,1,0,0,0,0,1,1,0,1,0
H_2725.h5,P_2725.h5,0,0,0,1,1,0,1,0,1,0
H_2726.h5,P_2726.h5,1,0,0,1,0,0,1,0,0,0
H_2727.h5,P_2727.h5,0,0,0,1,1,0,0,0,0,1
H_2728.h5,P_2728.h5,1,0,0,0,0,1,1,0,0,1
H_2729.h5,P_2729.h5,0,0,1,1,1,0,0,1,0,0
H_2730.h5,P_2730.h5,1,0,0,1,0,0,1,1,0,0
H_2731.h5,P_2731.h5,0,0,0,1,1,1,1,0,0,0
H_2732.h5,P_2732.h5,1,1,0,0,0,0,1,0,0,0
H_2733.h5,P_2733.h5,1,0,0,0,0,1,1,1,0,0
H_2734.h5,P_2734.h5,0,1,0,0,1,1,0,0,0,0
H_2735.h5,P_2735.h5,0,0,0,1,0,1,1,0,1,0
H_2736.h5,P_2736.h5,1,1,1,0,0,1,0,0,0,0
H_2737.h5,P_2737.h5,0,0,1,1,0,1,1,0,0,0
H_2738.h5,P_2738.h5,1,1,1,0,0,0,0,0,0,1
H_2739.h5,P_2739.h5,0,1,0,1,0,0,1,0,1,0
H_2740.h5,P_2740.h5,1,1,0,0,0,0,1,0,0,1
H_2741.h5,P_2741.h5,1,0,1,0,1,1,0,0,0,0
H_2742.h5,P_2742.h5,0,0,1,1,0,1,1,0,0,0
H_2743.h5,P_2743.h5,1,0,0,0,1,0,1,1,0,0
H_2744.h5,P_2744.h5,1,0,1,1,0,0,1,0,0,0
H_2745.h5,P_2745.h5,1,1,0,0,1,0,0,1,0,0
H_2746.h5,P_2746.h5,1,1,1,0,0,0,1,0,0,0
H_2747.h5,P_2747.h5,0,0,1,1,0,1,0,1,0,0
H_2748.h5,P_2748.h5,1,1,0,1,0,0,0,0,1,0
H_2749.h5,P_2749.h5,1,0,1,0,0,0,1,0,1,0
H_2750.h5,P_2750.h5,0,1,0,1,0,0,1,0,0,1
H_2751.h5,P_2751.h5,0,1,1,0,0,0,0,0,1,1
H_2752.h5,P_2752.h5,0,1,1,0,1,1,0,0,0,0
H_2753.h5,P_2753.h5,0,0,0,0,0,0,0,1,1,1
H_2754.h5,P_2754.h5,0,0,0,0,0,1,1,1,0,1
H_2755.h5,P_2755.h5,0,0,0,0,0,1,0,1,1,1
H_2756.h5,P_2756.h5,1,0,0,0,1,1,0,0,1,0
H_2757.h5,P_2757.h5,0,1,0,0,0,1,0,0,1,1
H_2758.h5,P_2758.h5,1,0,0,0,1,1,0,0,0,1
H_2759.h5,P_2759.h5,0,0,1,1,0,1,0,1,0,0
H_2760.h5,P_2760.h5,0,1,0,0,0,0,1,0,1,1
H_2761.h5,P_2761.h5,0,0,1,0,1,1,0,0,1,0
H_2762.h5,P_2762.h5,0,0,0,0,1,1,1,1,0,0
H_2763.h5,P_2763.h5,1,1,1,0,0,0,0,0,1,0
H_2764.h5,P_2764.h5,0,0,1,0,1,1,0,0,0,0
H_2765.h5,P_2765.h5,1,0,0,0,1,0,0,0,0,0
H_2766.h5,P_2766.h5,0,1,1,1,1,0,0,0,0,0
H_2767.h5,P_2767.h5,1,1,0,0,1,0,1,0,0,0
H_2768.h5,P_2768.h5,0,0,1,0,0,1,0,1,1,0
H_2769.h5,P_2769.h5,0,1,0,0,1,0,0,0,1,0
H_2770.h5,P_2770.h5,1,1,0,0,0,0,0,1,1,0
H_2771.h5,P_2771.h5,0,0,0,1,0,1,1,1,0,0
