,H,P,User1,User2,User3,User4,User5,User6,User7,User8,User9,User10,sum_rate
316,H_317.h5,P_317.h5,0,0,0,1,0,0,1,1,1,0,12.779720108345824
317,H_318.h5,P_318.h5,1,1,0,0,0,0,1,0,0,0,23.08425498297402
318,H_319.h5,P_319.h5,1,0,0,0,1,1,0,0,0,1,26.42023495899581
319,H_320.h5,P_320.h5,1,1,0,0,0,0,1,0,0,0,25.45053250517748
320,H_321.h5,P_321.h5,0,1,1,0,0,1,0,0,0,0,19.88167754230921
321,H_322.h5,P_322.h5,1,1,1,0,0,0,0,0,0,0,28.43459642089494
322,H_323.h5,P_323.h5,1,0,0,1,0,0,0,1,0,1,22.527817669734755
323,H_324.h5,P_324.h5,1,0,0,0,1,0,0,0,0,1,23.055316410705302
324,H_325.h5,P_325.h5,0,0,1,0,0,0,1,1,0,0,20.80324393624033
325,H_326.h5,P_326.h5,1,0,0,0,0,0,1,1,0,1,25.413699237669867
326,H_327.h5,P_327.h5,0,1,1,0,0,0,0,0,0,1,28.933846151635855
327,H_328.h5,P_328.h5,0,0,1,1,0,0,0,0,1,0,14.118298715408912
328,H_329.h5,P_329.h5,0,1,0,0,0,1,1,0,1,0,24.01804042836292
329,H_330.h5,P_330.h5,0,1,0,1,1,0,0,0,0,1,32.02968537266046
330,H_331.h5,P_331.h5,1,1,0,1,0,1,0,0,0,0,17.652590221008765
331,H_332.h5,P_332.h5,0,0,1,0,0,1,0,1,0,1,15.25735031521543
332,H_333.h5,P_333.h5,0,1,0,0,0,0,1,1,1,0,32.21201399575742
333,H_334.h5,P_334.h5,1,0,1,0,1,0,0,0,0,1,21.38812395636232
334,H_335.h5,P_335.h5,1,1,0,1,0,0,0,0,0,1,20.115164352085134
335,H_336.h5,P_336.h5,0,1,0,0,0,1,1,0,0,1,22.880154247445184
336,H_337.h5,P_337.h5,0,1,0,1,0,0,0,1,0,0,25.072654788526165
337,H_338.h5,P_338.h5,0,1,0,0,0,0,1,0,0,1,23.322430005374972
338,H_339.h5,P_339.h5,1,1,0,0,0,0,0,1,0,1,17.62495453474979
339,H_340.h5,P_340.h5,0,0,1,0,0,0,1,1,0,1,23.419000419937344
340,H_341.h5,P_341.h5,0,1,0,0,1,0,0,1,1,0,23.97698904686521
341,H_342.h5,P_342.h5,0,1,0,0,0,1,1,0,0,0,19.816445585426507
342,H_343.h5,P_343.h5,0,0,0,0,1,1,0,0,1,1,26.059097866283416
343,H_344.h5,P_344.h5,0,0,0,1,1,1,0,0,1,0,25.371586261152743
344,H_345.h5,P_345.h5,0,0,0,1,0,0,1,1,0,1,19.262088405495998
345,H_346.h5,P_346.h5,1,0,0,0,1,0,1,1,0,0,27.035363396713247
346,H_347.h5,P_347.h5,0,0,1,1,0,0,0,1,0,1,19.688550524609283
347,H_348.h5,P_348.h5,0,0,0,1,0,1,0,0,1,1,20.54201827777708
348,H_349.h5,P_349.h5,0,0,1,0,0,1,0,1,1,0,16.2403002349215
349,H_350.h5,P_350.h5,1,0,1,0,1,0,0,0,0,1,25.77749585099719
350,H_351.h5,P_351.h5,1,0,0,0,1,0,0,1,1,0,17.607029712406625
351,H_352.h5,P_352.h5,1,0,0,0,1,0,0,0,1,1,26.815383344770293
352,H_353.h5,P_353.h5,1,0,1,0,0,0,0,1,1,0,19.776085665593225
353,H_354.h5,P_354.h5,1,1,0,0,0,0,0,1,0,1,21.906937298266357
354,H_355.h5,P_355.h5,0,1,1,0,1,0,0,1,0,0,24.549263607471698
355,H_356.h5,P_356.h5,1,0,0,0,1,0,0,1,1,0,20.54387455877794
356,H_357.h5,P_357.h5,1,0,1,0,0,0,0,0,1,1,19.616985275281806
357,H_358.h5,P_358.h5,1,1,0,0,0,0,1,0,1,0,19.443372093818066
358,H_359.h5,P_359.h5,0,1,0,0,0,0,1,1,1,0,16.37404642303284
359,H_360.h5,P_360.h5,1,0,1,0,0,0,0,0,1,1,20.75793876530352
360,H_361.h5,P_361.h5,1,0,1,0,0,1,0,0,0,0,27.199056051254566
361,H_362.h5,P_362.h5,0,1,0,0,0,0,1,1,1,0,14.46546360743533
362,H_363.h5,P_363.h5,0,0,1,0,1,0,1,0,1,0,31.596437605496543
363,H_364.h5,P_364.h5,1,0,1,0,0,0,1,1,0,0,22.016600517942454
364,H_365.h5,P_365.h5,1,0,0,0,0,0,1,0,1,0,24.607286519938814
365,H_366.h5,P_366.h5,0,0,0,1,0,1,0,0,1,1,23.96702489356959
366,H_367.h5,P_367.h5,1,0,1,0,0,1,0,0,0,1,27.448938201596864
367,H_368.h5,P_368.h5,1,0,1,0,0,0,0,0,0,1,21.32499894361337
368,H_369.h5,P_369.h5,1,0,1,0,0,0,0,0,1,1,22.185275779739833
369,H_370.h5,P_370.h5,0,1,1,0,0,0,0,0,0,1,10.313857297023693
370,H_371.h5,P_371.h5,1,0,0,1,0,0,0,0,1,1,24.776693797307114
371,H_372.h5,P_372.h5,0,0,0,1,1,0,1,0,1,0,24.647310188449946
372,H_373.h5,P_373.h5,0,1,0,1,0,0,1,0,1,0,12.101630052588007
373,H_374.h5,P_374.h5,0,0,1,0,0,1,0,1,0,0,17.384838241668948
374,H_375.h5,P_375.h5,0,0,1,0,1,1,0,0,1,0,16.90919280435053
375,H_376.h5,P_376.h5,1,0,0,0,1,0,0,0,1,0,20.562603494971476
376,H_377.h5,P_377.h5,0,1,1,0,0,0,0,0,1,1,23.55099125048845
377,H_378.h5,P_378.h5,1,1,0,0,0,0,0,0,0,1,27.15175626973466
378,H_379.h5,P_379.h5,0,0,0,0,1,1,0,0,0,1,26.97782667185418
379,H_380.h5,P_380.h5,1,1,0,0,0,0,1,0,1,0,18.945216949859574
380,H_381.h5,P_381.h5,0,0,0,1,1,0,0,1,0,1,18.629106176379835
381,H_382.h5,P_382.h5,0,0,1,1,0,0,0,1,1,0,16.031656899076165
382,H_383.h5,P_383.h5,0,0,1,0,0,0,0,0,1,0,10.728973225876958
383,H_384.h5,P_384.h5,0,1,0,0,0,0,1,0,1,1,16.053468802997184
384,H_385.h5,P_385.h5,0,0,0,0,0,1,0,1,1,1,29.315577303065485
385,H_386.h5,P_386.h5,1,0,1,0,0,0,1,0,0,0,24.714331917069906
386,H_387.h5,P_387.h5,1,0,0,0,0,1,0,1,0,0,16.708166155416954
387,H_388.h5,P_388.h5,1,0,1,0,1,0,0,0,0,0,29.273049261886797
388,H_389.h5,P_389.h5,0,0,1,0,1,0,0,1,1,0,18.4311050653991
389,H_390.h5,P_390.h5,0,0,1,0,1,1,0,0,0,0,22.19211803947322
390,H_391.h5,P_391.h5,0,1,0,0,1,0,1,0,1,0,24.727248092754646
391,H_392.h5,P_392.h5,0,0,1,1,0,1,1,0,0,0,23.953152026060216
392,H_393.h5,P_393.h5,1,0,1,0,1,0,0,0,0,0,19.836770161681912
393,H_394.h5,P_394.h5,0,1,1,0,0,0,0,1,0,1,18.46747540926435
394,H_395.h5,P_395.h5,0,0,0,0,1,1,0,1,1,0,14.555631577139206
395,H_396.h5,P_396.h5,0,1,0,1,0,0,1,0,1,0,22.71257813841078
396,H_397.h5,P_397.h5,0,0,0,1,0,0,0,1,1,0,17.823447901552072
397,H_398.h5,P_398.h5,1,0,1,0,0,0,0,0,1,1,14.254464134579857
398,H_399.h5,P_399.h5,0,0,0,0,1,1,1,0,0,0,11.475521519963475
399,H_400.h5,P_400.h5,0,0,1,0,0,0,0,0,1,1,18.70054672376773
400,H_401.h5,P_401.h5,1,0,1,1,0,0,0,0,0,0,18.50385165981359
401,H_402.h5,P_402.h5,0,1,0,1,0,1,0,0,0,0,36.20254057009604
402,H_403.h5,P_403.h5,0,0,0,1,1,1,0,0,1,0,23.600186646162804
403,H_404.h5,P_404.h5,1,1,0,1,0,0,0,0,0,0,27.51395450012942
404,H_405.h5,P_405.h5,0,0,0,1,0,1,0,0,1,0,21.356379263835937
405,H_406.h5,P_406.h5,0,0,1,1,0,1,0,1,0,0,22.782182270787
406,H_407.h5,P_407.h5,1,0,1,0,1,0,0,0,0,1,16.31465582839835
407,H_408.h5,P_408.h5,1,0,0,1,0,1,0,1,0,0,20.07418053540392
408,H_409.h5,P_409.h5,1,0,0,1,0,0,0,0,1,0,25.01093483033455
409,H_410.h5,P_410.h5,0,1,0,0,1,0,1,0,0,1,30.75323172734227
410,H_411.h5,P_411.h5,1,1,0,1,0,0,0,0,0,0,22.255450079357377
411,H_412.h5,P_412.h5,0,0,0,0,1,0,0,1,1,1,23.58335670119576
412,H_413.h5,P_413.h5,0,0,0,1,0,1,0,1,1,0,28.460614824968243
413,H_414.h5,P_414.h5,0,1,0,1,0,1,0,0,1,0,18.263041401290913
414,H_415.h5,P_415.h5,1,1,0,0,1,0,0,0,0,1,25.587951652083845
415,H_416.h5,P_416.h5,1,0,1,0,0,0,0,0,1,1,24.986403671380533
416,H_417.h5,P_417.h5,1,0,0,0,1,0,1,0,0,1,20.83758129323856
417,H_418.h5,P_418.h5,0,0,1,0,0,0,1,1,0,0,19.066262447194372
418,H_419.h5,P_419.h5,1,0,0,0,0,1,0,0,0,1,17.67570019946616
419,H_420.h5,P_420.h5,1,0,0,0,0,1,0,1,0,1,17.47389944453304
420,H_421.h5,P_421.h5,0,0,1,0,1,1,0,0,0,1,19.8398321383998
421,H_422.h5,P_422.h5,1,0,0,1,0,0,1,1,0,0,22.816805930944675
422,H_423.h5,P_423.h5,0,1,0,0,0,1,0,0,0,1,25.30901414291574
423,H_424.h5,P_424.h5,0,1,1,0,1,0,0,0,0,1,29.285777249695307
424,H_425.h5,P_425.h5,1,0,0,1,1,0,1,0,0,0,25.24170270496267
425,H_426.h5,P_426.h5,0,0,1,1,0,0,1,1,0,0,34.83271739075241
426,H_427.h5,P_427.h5,0,0,1,1,0,0,1,0,0,1,19.026806701449637
427,H_428.h5,P_428.h5,0,0,0,1,0,1,0,1,1,0,26.957230143744795
428,H_429.h5,P_429.h5,0,0,0,0,1,1,0,1,1,0,11.065016492469036
429,H_430.h5,P_430.h5,0,1,0,1,0,0,0,0,0,1,23.6175304166383
430,H_431.h5,P_431.h5,1,1,0,0,0,1,0,0,1,0,25.42541911790718
431,H_432.h5,P_432.h5,0,1,0,0,1,1,0,0,1,0,21.6422328047172
432,H_433.h5,P_433.h5,0,0,0,0,0,1,1,1,0,0,14.88542054686526
433,H_434.h5,P_434.h5,1,0,0,1,0,1,0,0,0,1,28.842474019638804
434,H_435.h5,P_435.h5,1,1,1,0,0,0,0,0,0,1,23.522674521049268
435,H_436.h5,P_436.h5,0,1,0,1,1,0,0,0,0,1,22.932562106454352
436,H_437.h5,P_437.h5,1,0,0,0,1,1,0,0,0,1,21.15573924216506
437,H_438.h5,P_438.h5,0,1,1,0,0,0,1,0,0,1,27.601632594225844
438,H_439.h5,P_439.h5,1,0,1,0,0,1,0,0,0,1,33.97342234268052
439,H_440.h5,P_440.h5,0,0,0,1,0,0,0,1,1,1,31.732397460824213
440,H_441.h5,P_441.h5,0,1,1,0,0,0,0,1,0,1,22.48450077051392
441,H_442.h5,P_442.h5,0,0,1,0,1,0,0,1,0,0,18.913522091627808
442,H_443.h5,P_443.h5,1,0,0,0,1,1,0,0,0,0,28.8091415796318
443,H_444.h5,P_444.h5,0,0,0,0,1,1,1,0,0,1,15.196154869306302
444,H_445.h5,P_445.h5,0,0,0,0,0,1,1,0,1,1,21.418812918138602
445,H_446.h5,P_446.h5,0,1,0,1,0,0,1,0,0,1,15.59786630781511
446,H_447.h5,P_447.h5,1,0,0,0,0,1,1,1,0,0,20.46057615993883
447,H_448.h5,P_448.h5,1,0,1,0,0,0,1,1,0,0,23.609150594729044
448,H_449.h5,P_449.h5,1,0,0,0,0,1,0,1,0,1,21.107443128736115
449,H_450.h5,P_450.h5,0,1,1,0,0,0,1,0,0,0,16.123107592920505
450,H_451.h5,P_451.h5,0,0,0,1,0,1,0,1,1,0,25.229840592645335
451,H_452.h5,P_452.h5,1,0,0,0,0,1,0,1,0,1,26.96144671654344
452,H_453.h5,P_453.h5,0,1,0,0,0,1,1,0,0,0,11.100783392118496
453,H_454.h5,P_454.h5,0,0,0,0,1,0,1,0,1,0,15.563889840960718
454,H_455.h5,P_455.h5,0,0,1,1,0,0,1,0,0,0,24.98626598644333
455,H_456.h5,P_456.h5,0,0,0,1,1,0,0,0,0,1,24.9079772584997
456,H_457.h5,P_457.h5,0,0,0,1,0,1,1,1,0,0,17.216268177051415
457,H_458.h5,P_458.h5,0,1,1,0,0,0,0,0,0,1,24.920462905220056
458,H_459.h5,P_459.h5,0,0,0,1,0,0,0,1,1,1,19.28943663037571
459,H_460.h5,P_460.h5,0,0,1,0,1,0,1,0,0,1,24.33493377971299
460,H_461.h5,P_461.h5,1,0,0,0,1,0,1,1,0,0,16.633652626846562
461,H_462.h5,P_462.h5,0,1,0,0,0,1,1,0,1,0,14.64705068275328
462,H_463.h5,P_463.h5,0,1,1,0,0,1,0,0,0,1,24.094931888411292
463,H_464.h5,P_464.h5,1,0,0,1,0,0,1,0,0,1,16.038541885777796
464,H_465.h5,P_465.h5,0,0,0,0,1,1,0,0,1,1,22.033696604379546
465,H_466.h5,P_466.h5,1,0,0,1,0,0,1,1,0,0,34.10287058688995
466,H_467.h5,P_467.h5,1,0,0,0,0,0,1,1,0,1,15.688148006188682
467,H_468.h5,P_468.h5,0,0,1,0,1,0,1,0,1,0,9.060489327204703
468,H_469.h5,P_469.h5,1,1,0,0,1,0,0,0,0,0,13.396000890162982
469,H_470.h5,P_470.h5,1,0,1,0,0,0,0,0,0,1,22.96126147514193
470,H_471.h5,P_471.h5,0,0,0,1,1,0,0,1,0,1,25.93783223959695
471,H_472.h5,P_472.h5,0,0,1,0,0,1,0,1,0,1,15.984724152565226
472,H_473.h5,P_473.h5,0,1,0,0,0,1,0,1,0,1,19.892824447375524
473,H_474.h5,P_474.h5,0,0,1,0,0,1,0,0,0,1,19.948452016294034
474,H_475.h5,P_475.h5,0,0,1,1,0,0,0,0,1,1,20.43939467936466
475,H_476.h5,P_476.h5,0,1,0,0,0,1,0,1,0,1,17.833810552908066
476,H_477.h5,P_477.h5,1,1,1,0,0,0,0,0,0,0,21.913162732904823
477,H_478.h5,P_478.h5,0,1,1,0,0,0,0,0,1,1,21.17498886256268
478,H_479.h5,P_479.h5,1,0,1,0,0,0,1,1,0,0,15.837092603214632
479,H_480.h5,P_480.h5,0,0,0,1,1,1,0,0,0,1,13.307710884233598
480,H_481.h5,P_481.h5,0,0,1,0,0,0,1,1,0,1,14.074986844861789
481,H_482.h5,P_482.h5,0,0,1,0,0,0,1,1,1,0,12.04876314165788
482,H_483.h5,P_483.h5,0,1,0,0,1,0,0,0,1,1,18.500766460717458
483,H_484.h5,P_484.h5,1,1,0,0,0,0,0,0,0,0,18.993789712086798
484,H_485.h5,P_485.h5,0,1,1,0,0,0,1,0,0,1,28.727208774483515
485,H_486.h5,P_486.h5,0,0,0,0,1,0,1,0,0,1,18.140990133832577
486,H_487.h5,P_487.h5,0,0,0,1,0,1,1,0,1,0,28.1265986100346
487,H_488.h5,P_488.h5,1,0,0,0,1,0,0,0,1,1,27.565954905936625
488,H_489.h5,P_489.h5,0,0,1,0,1,0,1,0,1,0,26.062485736860626
489,H_490.h5,P_490.h5,0,0,1,1,0,0,1,0,0,0,22.867979457021466
490,H_491.h5,P_491.h5,1,0,1,0,0,0,0,0,1,0,21.463292267306414
491,H_492.h5,P_492.h5,0,0,0,0,0,1,0,1,1,1,17.819387954102083
492,H_493.h5,P_493.h5,0,0,1,0,1,1,1,0,0,0,21.920699700870763
493,H_494.h5,P_494.h5,1,0,1,1,0,1,0,0,0,0,13.43625434300034
494,H_495.h5,P_495.h5,1,0,0,0,0,0,1,0,1,1,28.27867883223279
495,H_496.h5,P_496.h5,1,0,0,0,0,1,0,0,1,1,15.557316393498043
496,H_497.h5,P_497.h5,0,1,0,1,1,0,0,0,0,1,21.30053327576052
497,H_498.h5,P_498.h5,0,1,0,0,1,0,0,0,1,1,16.36917225360516
498,H_499.h5,P_499.h5,1,0,0,0,1,0,1,0,0,0,11.861001735445447
499,H_500.h5,P_500.h5,1,0,0,0,1,0,0,1,0,1,28.202872274391144
500,H_501.h5,P_501.h5,1,0,0,0,0,1,0,1,0,1,27.471381522932703
501,H_502.h5,P_502.h5,0,0,0,0,1,0,0,1,1,1,18.584238664761546
502,H_503.h5,P_503.h5,1,0,0,1,1,0,0,0,0,0,19.661808714450135
503,H_504.h5,P_504.h5,1,0,0,1,0,1,0,0,1,0,29.326076584934647
504,H_505.h5,P_505.h5,0,0,1,1,1,0,0,0,1,0,22.029094586171137
505,H_506.h5,P_506.h5,0,0,1,0,0,0,1,1,0,0,20.912608457131
506,H_507.h5,P_507.h5,1,0,0,1,0,0,1,1,0,0,24.252202110971282
507,H_508.h5,P_508.h5,0,0,1,1,0,1,0,0,0,0,20.607352385662878
508,H_509.h5,P_509.h5,0,0,1,0,1,0,0,1,0,0,23.201349078150223
509,H_510.h5,P_510.h5,0,0,1,1,0,0,1,1,0,0,17.871845777790455
510,H_511.h5,P_511.h5,0,0,1,0,0,1,0,0,1,1,35.30996975201789
511,H_512.h5,P_512.h5,0,0,1,1,0,0,0,0,1,0,16.12725842985541
512,H_513.h5,P_513.h5,1,0,0,0,0,0,1,1,0,0,26.377748439289192
513,H_514.h5,P_514.h5,0,0,0,1,1,1,0,0,0,1,15.402217492209818
514,H_515.h5,P_515.h5,0,1,0,0,1,0,0,0,1,1,19.00394262749082
515,H_516.h5,P_516.h5,0,1,0,1,1,0,0,0,0,1,34.869611229359315
516,H_517.h5,P_517.h5,0,0,0,1,0,1,0,0,1,1,25.304109702178692
517,H_518.h5,P_518.h5,0,1,0,1,0,0,0,1,0,1,28.552569083459094
518,H_519.h5,P_519.h5,0,0,1,1,0,0,0,1,0,0,20.45522890876448
519,H_520.h5,P_520.h5,0,1,0,1,1,0,0,0,0,0,33.65850561895138
520,H_521.h5,P_521.h5,1,0,0,0,0,1,1,1,0,0,21.338487685289106
521,H_522.h5,P_522.h5,1,1,0,0,0,1,0,0,0,1,15.588058955350407
522,H_523.h5,P_523.h5,0,0,0,0,0,1,1,1,0,1,12.752675497664285
523,H_524.h5,P_524.h5,0,1,1,0,0,1,0,0,0,1,20.47127229544421
524,H_525.h5,P_525.h5,0,0,0,1,1,0,0,0,1,0,33.28173662530707
525,H_526.h5,P_526.h5,0,0,0,1,1,0,1,0,0,1,16.63481827933714
526,H_527.h5,P_527.h5,1,1,1,0,0,0,0,1,0,0,27.34020712565827
527,H_528.h5,P_528.h5,0,1,1,0,0,1,0,0,1,0,28.95458249649266
528,H_529.h5,P_529.h5,1,1,1,0,0,0,0,0,0,1,37.120477232755434
529,H_530.h5,P_530.h5,0,0,1,0,0,1,1,0,0,1,25.73296477873766
530,H_531.h5,P_531.h5,0,0,1,0,0,1,1,0,0,0,25.172468721850052
531,H_532.h5,P_532.h5,0,0,1,0,0,0,1,0,1,1,22.21003562111864
532,H_533.h5,P_533.h5,0,0,1,0,1,0,1,0,0,1,26.971748167643835
533,H_534.h5,P_534.h5,0,1,1,1,0,0,0,0,0,1,14.366942532076468
534,H_535.h5,P_535.h5,0,0,1,0,0,1,1,1,0,0,24.96201065903392
535,H_536.h5,P_536.h5,0,1,1,1,0,0,0,0,1,0,32.65520193202718
536,H_537.h5,P_537.h5,1,0,0,1,0,0,0,1,0,1,25.86283820793818
537,H_538.h5,P_538.h5,0,0,0,0,1,1,1,1,0,0,19.08105164721993
538,H_539.h5,P_539.h5,1,1,1,0,0,0,1,0,0,0,19.512946045251326
539,H_540.h5,P_540.h5,1,1,0,0,1,0,0,0,0,0,20.220971172336178
540,H_541.h5,P_541.h5,0,0,1,0,0,0,1,1,0,1,22.680439891015503
541,H_542.h5,P_542.h5,0,1,0,1,0,0,1,0,0,1,19.33625076726445
542,H_543.h5,P_543.h5,1,0,0,0,0,0,1,1,1,0,16.60247686405771
543,H_544.h5,P_544.h5,0,1,0,1,0,1,1,0,0,0,28.31164318612724
544,H_545.h5,P_545.h5,0,1,1,0,0,0,0,1,0,0,14.040581583437405
545,H_546.h5,P_546.h5,1,0,0,0,1,0,0,1,1,0,19.46319537945991
546,H_547.h5,P_547.h5,0,0,0,0,1,1,0,0,1,0,11.375707027598253
547,H_548.h5,P_548.h5,0,0,1,1,1,0,0,0,0,1,25.384476557953157
548,H_549.h5,P_549.h5,0,0,0,1,0,1,0,1,0,0,20.723813321592505
549,H_550.h5,P_550.h5,1,0,0,0,1,0,0,0,1,1,18.41733833661369
550,H_551.h5,P_551.h5,0,0,1,0,0,1,0,0,1,1,16.438349923760203
551,H_552.h5,P_552.h5,1,0,1,0,1,0,0,0,0,0,21.600734889718584
552,H_553.h5,P_553.h5,0,0,1,1,0,0,0,0,1,0,21.755672942448893
553,H_554.h5,P_554.h5,1,1,1,0,0,0,0,1,0,0,18.529641192897785
554,H_555.h5,P_555.h5,0,1,1,0,0,1,0,0,0,1,15.5439315276818
555,H_556.h5,P_556.h5,0,0,1,0,0,1,0,0,1,1,30.767440972128217
556,H_557.h5,P_557.h5,1,1,0,0,0,0,0,1,0,0,11.896764584235196
557,H_558.h5,P_558.h5,0,0,1,0,0,0,1,0,1,0,22.60218540761308
558,H_559.h5,P_559.h5,0,0,0,1,0,1,0,0,1,1,23.436892169668113
559,H_560.h5,P_560.h5,1,0,0,0,1,0,1,0,0,0,20.694152235618667
560,H_561.h5,P_561.h5,0,0,0,0,0,1,1,0,1,0,17.993429070930578
561,H_562.h5,P_562.h5,0,1,0,0,1,0,0,0,1,0,12.252929452140828
562,H_563.h5,P_563.h5,0,0,0,1,1,0,0,0,1,1,23.34173989608119
563,H_564.h5,P_564.h5,0,1,0,1,1,0,0,0,0,1,26.96312362970233
564,H_565.h5,P_565.h5,1,0,1,0,1,0,0,0,0,0,15.047445750864274
565,H_566.h5,P_566.h5,1,0,0,0,1,1,0,1,0,0,27.971833413113433
566,H_567.h5,P_567.h5,0,0,1,0,0,0,1,0,1,1,16.423220932285567
567,H_568.h5,P_568.h5,0,1,1,0,0,1,0,0,0,1,20.672838108407333
568,H_569.h5,P_569.h5,1,0,0,0,1,0,1,0,0,0,29.662753893696905
569,H_570.h5,P_570.h5,1,0,0,0,1,0,1,0,1,0,24.23507656940712
570,H_571.h5,P_571.h5,1,1,0,0,0,0,1,0,0,1,27.4329185810058
571,H_572.h5,P_572.h5,0,1,0,0,0,1,0,0,1,0,20.700954329091314
572,H_573.h5,P_573.h5,0,1,0,0,1,1,0,0,0,1,25.576814058579174
573,H_574.h5,P_574.h5,1,1,0,0,0,0,0,0,1,1,18.545727610947715
574,H_575.h5,P_575.h5,0,1,0,0,0,1,0,0,0,1,20.732166764703795
575,H_576.h5,P_576.h5,0,1,0,0,0,1,0,0,1,1,13.010461415502078
576,H_577.h5,P_577.h5,0,1,0,1,0,1,0,0,0,1,24.03381419153413
577,H_578.h5,P_578.h5,1,0,0,1,1,0,0,0,0,1,21.08978087061438
578,H_579.h5,P_579.h5,0,1,0,0,1,1,0,0,0,0,24.365136285215556
579,H_580.h5,P_580.h5,0,0,1,1,0,0,0,1,0,1,19.32202979654029
580,H_581.h5,P_581.h5,0,0,1,0,1,0,1,0,1,0,20.001127475686644
581,H_582.h5,P_582.h5,0,1,0,0,0,1,1,1,0,0,38.616352838852826
582,H_583.h5,P_583.h5,1,0,0,0,0,0,1,1,0,1,30.261096147258854
583,H_584.h5,P_584.h5,0,0,0,1,1,1,0,1,0,0,17.59610366899234
584,H_585.h5,P_585.h5,0,0,0,1,1,0,1,0,0,1,18.950466985387465
585,H_586.h5,P_586.h5,1,0,0,0,1,0,1,0,1,0,17.001150575444928
586,H_587.h5,P_587.h5,1,0,1,0,0,0,0,0,1,0,17.79212580340093
587,H_588.h5,P_588.h5,1,1,0,0,0,0,1,0,0,1,14.222439620728604
588,H_589.h5,P_589.h5,0,0,0,0,1,0,0,1,1,1,27.003848242217245
589,H_590.h5,P_590.h5,0,1,0,0,1,1,0,0,0,1,23.413906484719902
590,H_591.h5,P_591.h5,0,1,0,0,0,0,0,1,0,1,21.622227036137534
591,H_592.h5,P_592.h5,0,1,1,0,0,0,0,1,0,1,21.011728105390826
592,H_593.h5,P_593.h5,0,0,1,0,0,0,1,1,1,0,27.65586472009382
593,H_594.h5,P_594.h5,0,1,1,0,0,0,0,0,1,0,13.4172270972275
594,H_595.h5,P_595.h5,0,1,0,0,0,1,1,0,1,0,14.634416894661797
595,H_596.h5,P_596.h5,1,1,0,0,0,1,0,0,0,0,29.22653908956807
596,H_597.h5,P_597.h5,0,0,0,1,1,1,0,0,1,0,24.68767210901675
597,H_598.h5,P_598.h5,0,0,0,1,0,1,1,0,1,0,17.101429294938992
598,H_599.h5,P_599.h5,0,1,0,0,1,0,1,0,0,0,21.75190885175014
599,H_600.h5,P_600.h5,1,0,0,0,0,0,0,0,1,1,8.838987219056063
600,H_601.h5,P_601.h5,1,1,0,0,0,1,0,1,0,0,22.795565598975223
601,H_602.h5,P_602.h5,0,0,1,1,0,0,1,0,1,0,22.772610583096107
602,H_603.h5,P_603.h5,1,1,0,1,0,0,0,1,0,0,16.65859399820682
603,H_604.h5,P_604.h5,0,1,0,1,0,0,1,0,0,0,23.091730779932373
604,H_605.h5,P_605.h5,1,0,0,1,1,1,0,0,0,0,21.819380484326746
605,H_606.h5,P_606.h5,0,0,1,0,0,1,1,0,0,0,29.85585354822848
606,H_607.h5,P_607.h5,0,0,0,0,0,1,1,1,1,0,23.109201413545826
607,H_608.h5,P_608.h5,0,0,1,1,0,0,1,0,0,1,24.014313380594057
608,H_609.h5,P_609.h5,1,0,1,0,0,0,0,0,1,1,13.623159310178941
609,H_610.h5,P_610.h5,0,1,0,1,0,0,1,0,0,1,27.68086022827011
610,H_611.h5,P_611.h5,0,1,0,1,0,0,1,0,0,0,14.045587760519135
611,H_612.h5,P_612.h5,0,1,1,1,0,0,0,0,1,0,11.724365724004588
612,H_613.h5,P_613.h5,0,1,0,0,0,0,1,0,0,1,19.733126576998405
613,H_614.h5,P_614.h5,0,1,0,0,0,1,0,0,0,1,17.637151936046173
614,H_615.h5,P_615.h5,0,1,0,0,1,1,0,0,0,1,28.358964272421993
615,H_616.h5,P_616.h5,0,0,1,0,1,0,1,0,0,1,31.157341026742685
616,H_617.h5,P_617.h5,0,0,0,0,1,0,0,0,1,1,19.012171387652092
617,H_618.h5,P_618.h5,0,0,1,1,0,0,1,0,0,0,32.18073173227295
618,H_619.h5,P_619.h5,0,1,0,1,0,0,0,0,0,1,24.076258231137732
619,H_620.h5,P_620.h5,0,0,1,0,1,1,1,0,0,0,28.579623810301506
620,H_621.h5,P_621.h5,0,1,0,0,0,1,1,0,0,0,23.321252453957563
621,H_622.h5,P_622.h5,1,0,0,0,0,0,0,1,1,1,11.916439335965816
622,H_623.h5,P_623.h5,0,1,0,1,1,0,0,0,0,1,25.11302469861943
623,H_624.h5,P_624.h5,1,0,0,1,0,1,1,0,0,0,21.68851473403955
624,H_625.h5,P_625.h5,0,0,1,0,0,1,1,0,0,1,21.09164008950268
625,H_626.h5,P_626.h5,0,1,0,1,0,0,1,0,0,0,17.48543178173058
626,H_627.h5,P_627.h5,1,0,0,1,0,0,0,1,0,1,14.671588677665024
627,H_628.h5,P_628.h5,0,1,1,1,0,0,0,1,0,0,24.86287883440946
628,H_629.h5,P_629.h5,1,0,1,1,0,0,0,0,1,0,26.256055371928806
629,H_630.h5,P_630.h5,0,1,1,0,0,0,0,0,1,0,21.74418704838098
630,H_631.h5,P_631.h5,0,0,1,1,1,0,0,0,0,1,18.525151686866447
631,H_632.h5,P_632.h5,0,0,1,0,1,0,1,0,0,0,21.652410237924208
632,H_633.h5,P_633.h5,0,0,1,1,0,0,0,0,1,1,25.268959761747606
